"HomeOff","Age","NoKids","Introv","Satisf","Prod"
0,30,0,0.233,3,11.726
0,56,2,0.332,6,45.371
1,39,0,0.42,5,26.733
1,39,1,0.333,5,38.829
0,30,0,0.223,3,19.131
0,64,2,0.419,7,37.42
0,55,1,0.394,6,32.256
0,58,2,0.404,5,45.638
0,26,0,0.287,3,23.04
1,29,0,0.232,6,36.685
0,57,1,0.529,6,36.885
1,56,0,0.296,6,22.776
0,35,1,0.422,4,31.28
0,26,0,0.443,3,22.248
0,63,0,0.446,7,27.606
0,52,2,0.297,6,55.63
1,45,0,0.696,7,29.601
0,48,2,0.132,4,18.444
1,50,1,0.314,6,35.449
0,27,0,0.299,3,22.27
0,53,2,0.208,7,57.204
1,38,1,0.522,6,49.892
1,28,0,0.353,6,33.916
1,45,0,0.33,6,27.186
0,63,3,0.493,5,58.868
0,52,1,0.326,6,16.124
1,51,0,0.565,7,22.84
0,46,0,0.377,5,22.43
0,63,2,0.337,5,31.222
1,56,1,0.325,7,43.753
0,46,1,0.511,4,23.723
1,37,0,0.419,4,35.575
0,54,1,0.188,7,40.901
0,48,1,0.293,7,39.357
0,31,1,0.352,4,43.964
0,36,2,0.153,3,42.352
0,50,2,0.219,6,54.993
0,29,0,0.385,4,28.234
1,35,0,0.713,5,29.825
0,63,2,0.35,7,41.98
0,59,0,0.201,5,16.788
1,57,0,0.28,7,31.484
0,46,2,0.444,3,27.789
0,47,1,0.356,5,26.303
0,32,1,0.603,5,44.011
0,46,2,0.553,5,51.838
0,45,2,0.366,5,39.882
1,47,1,0.655,6,35.049
1,32,0,0.387,7,39.079
0,48,3,0.263,6,48.855
1,63,0,0.663,9,43.135
1,57,0,0.43,8,35.937
0,45,3,0.215,5,46.111
0,32,1,0.319,4,29.937
0,57,1,0.191,6,32.915
1,58,1,0.311,7,37.821
1,63,0,0.738,8,40.971
1,25,0,0.556,4,32.117
1,56,0,0.507,5,20.498
1,57,0,0.657,8,36.399
0,64,2,0.49,6,49.673
1,30,0,0.184,4,20.228
1,34,1,0.486,6,44.352
0,40,1,0.38,4,44.804
1,55,0,0.298,6,14.467
1,26,0,0.667,5,45.235
0,62,2,0.407,6,43.044
1,35,0,0.523,7,31.607
0,40,1,0.412,4,36.173
1,47,0,0.764,7,40.54
1,58,1,0.669,8,60.978
0,54,2,0.352,6,43.626
1,48,1,0.595,5,31.915
1,49,0,0.692,6,27.321
0,50,0,0.512,6,36.743
0,60,0,0.286,6,34.647
1,33,0,0.523,5,24.353
1,25,0,0.503,6,41.352
0,31,2,0.543,5,51.783
0,49,4,0.187,6,64.55
0,57,1,0.118,6,37.072
1,61,1,0.699,8,48.203
0,46,0,0.611,5,22.75
0,36,1,0.615,4,40.704
1,59,0,0.562,7,23.829
0,38,1,0.21,3,32.065
0,54,3,0.39,6,44.506
1,64,1,0.165,7,45.443
0,56,1,0.725,6,33.89
0,27,0,0.471,3,36.546
0,54,2,0.156,5,47.85
0,39,3,0.29,6,65.632
0,47,3,0.27,3,44.284
0,43,1,0.284,4,35.632
1,51,0,0.569,7,41.215
0,42,2,0.699,5,45.763
0,32,0,0.461,5,23.928
0,32,2,0.239,4,35.372
1,56,0,0.662,7,32.958
0,53,2,0.307,5,41.633
0,55,2,0.152,5,36.856
0,46,3,0.505,6,59.485
0,50,2,0.198,4,26.739
0,59,2,0.333,7,49.115
0,42,1,0.583,5,21.984
1,44,1,0.274,6,35.645
1,43,0,0.701,7,52.331
0,54,4,0.316,5,65.493
0,47,1,0.224,5,30.559
0,45,1,0.582,4,42.514
0,34,4,0.437,4,55.718
0,35,1,0.383,4,26.988
1,30,0,0.701,6,33.861
1,36,0,0.489,5,34.116
0,56,1,0.259,6,25.576
0,60,2,0.192,5,43.183
0,34,2,0.257,4,49.058
0,37,3,0.204,3,43.466
1,55,0,0.32,8,32.944
0,30,0,0.274,4,30.578
0,43,0,0.439,4,23.604
0,44,2,0.423,6,50.165
0,64,1,0.206,7,37.493
0,42,1,0.534,6,41.308
0,50,2,0.312,6,51.224
0,64,0,0.141,5,19.383
0,42,0,0.352,4,25.95
1,30,0,0.24,5,28.768
0,42,0,0.218,4,27.647
0,50,0,0.388,5,22.277
1,31,0,0.31,5,27.967
0,33,2,0.472,4,40.555
1,53,1,0.258,7,40.139
0,25,0,0.734,3,8.594
0,60,2,0.294,5,41.654
1,47,1,0.344,6,40.172
0,28,0,0.408,3,17.459
1,42,0,0.661,7,55.068
0,47,2,0.558,5,48.941
0,48,1,0.471,6,33.88
0,54,1,0.421,5,37.846
1,48,0,0.526,6,22.179
1,45,0,0.739,6,27.672
0,29,0,0.241,3,18.567
1,61,1,0.619,8,38.664
0,26,0,0.487,3,23.881
0,36,2,0.49,5,37.379
0,55,0,0.558,7,38.165
0,33,1,0.293,3,16.967
0,55,2,0.308,5,41.873
0,60,3,0.257,6,52.563
1,38,0,0.735,6,35.529
1,51,0,0.28,6,26.935
0,38,1,0.3,5,36.88
0,33,1,0.28,5,43.397
0,47,1,0.462,4,34.098
1,59,1,0.246,8,54.26
0,59,1,0.52,6,41.386
1,53,0,0.354,6,28.204
0,34,1,0.303,4,30.878
1,33,0,0.619,4,24.559
0,40,2,0.715,5,52.745
0,25,0,0.334,3,15.883
1,41,1,0.134,5,39.522
0,53,2,0.233,6,39.294
1,57,0,0.192,7,34.018
0,48,2,0.372,4,35.856
0,29,0,0.217,3,14.496
0,58,2,0.301,5,39.484
0,52,2,0.361,6,39.035
0,59,0,0.472,6,21.138
1,59,0,0.717,8,39.346
1,29,0,0.128,4,25.103
0,40,1,0.257,4,26.3
1,38,0,0.342,6,27.037
0,56,1,0.511,5,28.382
1,62,2,0.233,8,50.179
0,37,1,0.398,4,29.983
0,53,2,0.57,7,56.25
0,44,2,0.155,5,31.828
0,62,3,0.242,5,41.668
1,63,0,0.256,7,29.99
0,43,1,0.543,3,18.019
1,37,0,0.262,8,40.482
0,60,4,0.281,6,65.114
1,39,0,0.283,5,32.955
0,51,2,0.574,4,26.24
1,64,0,0.225,7,26.352
1,64,0,0.458,6,25.447
0,33,2,0.306,5,35.619
0,48,3,0.12,6,58.245
1,37,1,0.365,7,34.616
0,48,1,0.523,4,38.159
0,48,2,0.265,6,41.043
0,51,1,0.605,4,39.61
0,55,1,0.563,5,32.786
1,38,0,0.551,7,38.011
0,42,0,0.684,5,28.087
0,48,1,0.468,6,33.668
0,53,1,0.283,6,43.871
0,32,2,0.327,4,39.383
0,46,2,0.49,5,51.893
0,46,2,0.29,4,45.795
1,36,0,0.329,6,25.746
0,27,0,0.211,3,21.936
0,28,0,0.473,3,18.825
0,37,1,0.205,4,37.758
0,48,3,0.416,5,51.005
1,61,1,0.375,8,50.749
1,61,1,0.338,6,38.073
0,34,3,0.308,4,49.159
0,54,0,0.443,4,20.974
1,56,1,0.495,8,58.47
0,55,2,0.263,6,55.479
0,29,0,0.378,4,20.46
0,25,0,0.31,3,16.435
1,57,0,0.332,7,26.57
0,62,1,0.276,6,24.757
0,39,0,0.612,5,38.149
1,40,1,0.258,6,41.096
0,61,3,0.293,5,52.386
0,34,1,0.264,5,35.501
0,51,1,0.753,7,46.277
0,57,2,0.191,4,40.244
0,43,2,0.187,4,50.651
0,56,4,0.539,6,67.925
0,50,2,0.343,5,37.431
1,47,0,0.378,5,27.64
1,30,0,0.218,6,30.737
0,44,1,0.556,5,41.322
0,54,0,0.643,5,17.159
0,31,0,0.563,4,38.587
1,26,0,0.417,6,30.991
0,40,1,0.317,4,33.799
1,42,0,0.612,6,28.446
0,54,1,0.365,4,22.121
0,25,0,0.526,3,14.669
0,30,0,0.208,4,6.02
0,25,0,0.188,4,26.162
0,40,1,0.389,6,38.742
0,39,3,0.223,4,41.456
0,33,1,0.444,4,24.312
1,51,1,0.49,6,44.898
0,49,1,0.206,4,26.583
1,43,1,0.479,5,42.477
0,33,0,0.209,4,5.958
0,61,3,0.219,7,57.892
0,44,0,0.66,5,30.12
0,58,1,0.753,7,43.604
0,50,3,0.199,4,51.315
1,40,0,0.42,5,26.893
1,25,0,0.134,3,22.403
0,47,0,0.213,6,34.64
1,25,0,0.315,4,32.747
0,37,0,0.677,3,18.038
0,25,0,0.36,3,30.665
0,35,1,0.716,4,33.139
0,28,0,0.384,3,18.97
0,64,2,0.516,7,47.992
1,25,0,0.406,5,42.251
0,53,1,0.33,5,26.497
0,39,3,0.223,6,65.982
0,54,0,0.248,6,22.257
1,37,0,0.588,6,32.301
0,37,2,0.34,4,45.354
1,48,0,0.323,7,26.778
1,25,0,0.65,6,39.485
0,58,1,0.262,6,39.221
0,42,2,0.49,3,37.053
0,38,2,0.518,6,49.712
0,53,3,0.464,5,62.726
0,36,2,0.217,5,46.681
0,33,2,0.257,6,50.38
1,63,0,0.412,8,19.311
0,37,1,0.38,6,48.243
1,36,1,0.518,5,40.213
0,34,2,0.283,4,44.725
1,34,0,0.337,8,37.726
0,32,1,0.421,3,38.335
0,56,2,0.216,7,52.178
0,39,1,0.477,4,23.84
0,44,3,0.245,4,54.848
0,32,2,0.41,4,40.759
0,63,0,0.26,5,26.423
1,56,0,0.381,8,30.233
0,33,2,0.492,3,32.52
0,60,1,0.395,5,32.437
0,59,0,0.428,6,24.805
0,35,2,0.456,4,33.836
0,26,0,0.434,2,26.947
1,64,0,0.32,7,29.685
1,30,0,0.696,5,27.778
0,57,1,0.292,4,35.016
1,28,0,0.395,6,31.331
0,49,3,0.287,5,58.356
0,55,3,0.474,5,54.762
0,26,0,0.176,2,15.493
1,36,1,0.447,6,39.599
0,51,1,0.267,5,32.639
0,53,1,0.215,5,34.823
0,43,1,0.358,4,31.067
0,43,3,0.229,6,52.503
0,27,0,0.473,3,30.633
0,49,1,0.763,5,29.552
1,34,1,0.232,5,32.237
0,30,0,0.217,4,26.077
0,37,1,0.464,3,22.08
0,31,2,0.398,2,34.487
0,55,2,0.128,5,35.568
0,52,3,0.401,5,59.165
0,64,1,0.197,7,38.792
0,37,1,0.608,5,27.464
0,51,0,0.402,6,30.061
0,45,3,0.413,6,65.532
1,43,0,0.854,7,38.121
0,25,0,0.532,5,36.205
0,33,2,0.174,5,41.128
0,58,1,0.432,5,29.579
1,27,0,0.183,4,26.038
0,36,1,0.368,5,37.261
1,39,1,0.28,6,39.998
0,39,1,0.284,4,34.39
0,40,1,0.165,6,44.756
1,52,0,0.459,6,29.078
1,60,0,0.403,7,38.783
0,53,2,0.317,5,46.813
1,51,0,0.197,7,38.094
1,51,0,0.352,6,24.607
0,39,2,0.234,4,29.011
1,51,0,0.633,7,32.404
0,41,1,0.395,4,27.372
0,35,2,0.185,4,43.2
0,64,0,0.207,4,26.02
1,38,1,0.413,5,41.483
0,54,3,0.167,6,54.168
0,53,4,0.198,6,54.245
0,36,1,0.227,3,22.229
0,46,3,0.21,5,48.415
1,36,1,0.44,5,41.665
0,55,0,0.638,5,12.054
0,45,4,0.182,6,65.69
0,50,1,0.283,4,28.259
0,49,2,0.609,6,47.961
1,45,0,0.812,7,35.444
1,28,0,0.404,4,24.657
1,62,0,0.29,7,23.309
0,64,1,0.22,5,34.586
1,43,0,0.752,6,35.324
0,27,0,0.135,4,22.446
0,47,1,0.153,6,33.977
0,34,1,0.343,5,37.107
0,59,0,0.214,5,22.108
1,51,0,0.697,8,36.212
0,55,2,0.281,6,50.068
0,61,2,0.541,9,52.019
1,31,1,0.574,6,47.225
1,48,0,0.411,7,37.222
0,45,0,0.319,5,11.412
0,46,3,0.327,5,53.037
0,46,2,0.246,4,40.031
1,55,1,0.513,6,35.134
1,51,3,0.164,9,79.159
1,63,0,0.418,7,26.406
0,25,0,0.594,3,19.563
0,52,3,0.252,6,55.328
1,63,1,0.574,5,14.912
0,25,0,0.426,4,24.308
1,40,0,0.516,5,18.095
0,48,1,0.488,6,39.426
1,30,0,0.638,4,30.953
0,37,2,0.38,4,31.845
0,61,1,0.788,6,35.095
0,54,1,0.298,5,40.774
0,35,2,0.336,4,39.203
0,52,1,0.491,5,33.702
0,63,3,0.212,5,51.727
0,27,0,0.441,3,18.002
1,42,0,0.567,4,20.233
0,43,2,0.427,5,44.656
0,52,2,0.485,5,47.076
1,50,0,0.463,5,22.92
0,52,1,0.243,6,34.047
0,45,4,0.215,5,58.61
1,64,0,0.431,9,29.363
1,53,0,0.58,8,32.597
1,29,0,0.41,5,37.545
0,25,0,0.148,3,23.345
0,62,3,0.251,7,69.048
0,38,0,0.33,4,17.395
0,55,1,0.331,6,38.029
1,51,1,0.215,6,45.803
0,34,0,0.473,4,18.238
0,48,2,0.495,5,41.489
0,56,1,0.386,5,34.862
1,30,0,0.2,5,36.323
1,27,0,0.37,4,27.992
0,51,2,0.609,5,46.427
1,45,2,0.153,7,58.432
0,48,1,0.582,6,27.302
1,47,0,0.662,6,34.84
0,46,1,0.413,4,29.472
1,30,0,0.564,6,44.901
0,41,1,0.424,7,47.761
1,53,1,0.222,6,36.588
0,52,0,0.32,7,36.596
0,42,1,0.327,5,43.382
0,39,1,0.224,5,38.901
0,49,1,0.129,3,22.809
0,41,1,0.446,4,23.482
1,52,0,0.279,7,32.812
0,34,4,0.182,3,55.618
0,29,0,0.607,3,28.188
0,38,3,0.468,5,54.894
0,58,1,0.328,7,44.33
1,51,1,0.382,8,46.044
0,57,0,0.488,7,33.102
0,57,1,0.395,6,27.662
0,52,1,0.273,5,22.059
0,54,1,0.511,5,34.429
0,55,1,0.221,6,36.545
0,62,3,0.224,6,54.423
1,28,0,0.328,4,32.218
1,43,0,0.668,5,29.189
1,28,0,0.155,6,38.712
1,30,0,0.319,4,21.091
0,30,0,0.479,4,28.748
0,30,0,0.544,4,33.291
0,45,2,0.329,5,42.151
0,44,0,0.675,6,22.493
1,53,1,0.327,6,35.335
0,28,0,0.178,3,21.559
1,36,0,0.44,6,40.157
1,42,0,0.222,5,36.153
0,38,1,0.175,6,31.086
0,60,1,0.479,7,36.639
0,61,2,0.208,7,45.916
1,53,0,0.445,7,27.064
0,48,1,0.437,4,39.163
0,40,1,0.558,3,18.629
1,29,0,0.49,6,31.164
1,40,0,0.408,5,19.113
0,37,2,0.172,5,45.007
1,28,0,0.537,6,40.302
0,33,1,0.358,4,29.081
0,36,1,0.2,3,29.345
0,58,3,0.746,5,43.524
1,63,1,0.391,7,41.174
1,27,0,0.408,3,24.491
1,29,0,0.24,4,30.755
0,35,0,0.366,4,16.687
0,39,1,0.422,5,26.804
1,25,0,0.251,6,38.495
1,44,0,0.472,5,17.268
0,28,0,0.265,2,12.445
0,63,1,0.377,5,35.324
1,47,0,0.817,8,26.966
1,38,0,0.384,6,38.18
0,64,1,0.275,5,31.365
1,56,0,0.55,8,50.749
0,49,2,0.181,5,44.896
1,37,2,0.524,6,59.337
0,34,2,0.482,4,38.644
1,48,0,0.197,5,27.12
1,47,0,0.541,7,32.492
0,32,1,0.288,2,12.096
1,64,1,0.414,8,39.161
0,42,3,0.392,6,61.239
0,56,5,0.129,5,59.931
0,33,2,0.335,3,41.234
0,33,2,0.406,6,55.286
1,47,0,0.338,5,26.517
0,42,1,0.551,4,34.332
0,59,1,0.381,6,31.591
1,41,0,0.649,6,18.169
0,26,0,0.171,3,13.648
0,55,1,0.228,7,45.55
1,30,0,0.545,6,35.966
1,42,0,0.216,6,26.836
0,41,2,0.464,4,46.141
0,48,1,0.267,3,16.76
0,56,1,0.242,7,43.667
1,34,1,0.487,5,41.475
0,31,0,0.39,4,28.233
1,33,0,0.263,5,29.187
0,46,1,0.474,6,36.101
0,31,2,0.37,4,39.599
0,36,1,0.24,4,34.998
1,47,1,0.549,5,39.732
0,52,1,0.419,6,38.382
0,55,2,0.359,5,37.768
1,25,0,0.488,4,31.385
0,52,1,0.197,4,34.138
0,37,2,0.366,5,56.864
0,64,1,0.124,8,40.65
0,64,1,0.253,5,36.279
0,48,4,0.231,5,57.631
0,39,0,0.288,3,18.885
0,35,1,0.396,4,31.998
0,63,3,0.529,7,62.134
0,31,2,0.199,4,41.594
1,42,0,0.478,5,26.689
1,59,0,0.709,7,36.889
0,34,0,0.56,5,25.271
0,34,0,0.271,2,15.819
0,45,2,0.177,4,32.887
1,52,0,0.548,8,44.229
0,62,2,0.688,6,57.358
0,32,1,0.293,4,29.15
0,56,0,0.276,5,14.265
0,46,1,0.422,4,29.679
0,63,2,0.453,8,54.194
1,52,0,0.342,7,39.4
1,27,0,0.276,4,24.472
0,32,1,0.203,6,48.735
0,62,2,0.325,7,45.207
1,42,0,0.174,6,25.946
1,30,0,0.752,4,28.649
0,50,1,0.23,6,35.587
0,26,0,0.351,5,24.612
1,28,0,0.132,7,32.404
0,38,2,0.166,4,36.079
1,31,1,0.276,6,49.705
0,41,2,0.133,5,39.852
0,38,5,0.386,5,74.182
0,29,0,0.591,3,20.76
1,28,0,0.143,5,39.576
0,54,2,0.203,6,44.357
0,28,0,0.26,5,39.795
0,51,1,0.375,5,35.912
0,53,1,0.352,4,21.125
0,32,0,0.634,5,34.951
0,31,1,0.569,4,38.188
1,54,1,0.367,7,51.778
0,41,2,0.186,5,44.143
0,58,4,0.229,7,74.716
1,33,0,0.559,6,11.213
1,28,0,0.478,5,32.986
0,64,2,0.301,6,42.616
0,62,1,0.623,7,42.804
0,59,4,0.257,7,63.775
0,55,2,0.718,5,46.838
0,60,2,0.318,8,55.928
1,44,0,0.378,7,29.28
1,28,0,0.416,6,28.025
1,59,1,0.25,6,37.611
0,31,1,0.566,4,35.867
1,47,0,0.413,5,38.062
0,55,1,0.338,5,25.018
0,41,2,0.213,6,56.967
0,37,1,0.46,5,37.669
0,64,1,0.213,5,33.33
1,49,1,0.403,6,33.617
0,55,2,0.24,5,48.078
0,61,1,0.422,6,24.185
0,40,1,0.229,4,38.708
1,29,0,0.231,5,26.493
0,55,2,0.353,6,48.364
0,42,2,0.183,5,39.962
1,28,0,0.633,6,40.46
0,51,1,0.22,5,34.065
1,58,0,0.396,7,34.195
0,43,1,0.483,4,22.324
1,45,1,0.278,5,38.308
1,39,1,0.558,5,51.063
0,50,0,0.335,5,24.904
1,38,0,0.209,7,40.533
1,53,0,0.675,7,36.591
1,64,1,0.528,8,52.803
1,26,0,0.323,4,34.227
0,45,2,0.216,4,35.574
0,64,0,0.489,6,14.436
0,40,2,0.22,6,53.108
0,59,2,0.352,4,37.445
0,29,0,0.635,5,27.176
0,32,2,0.257,4,44.7
1,42,0,0.58,7,36.71
0,34,1,0.354,5,42.242
0,34,1,0.386,5,31.368
1,40,0,0.565,6,32.369
1,35,0,0.329,3,27.791
1,44,1,0.411,8,52.844
0,25,0,0.55,4,31.545
1,30,0,0.71,4,24.892
0,50,1,0.274,5,32.507
1,40,0,0.326,6,37.285
0,48,1,0.852,5,43.423
1,34,1,0.407,6,39.852
0,35,1,0.398,3,33.284
0,41,0,0.609,6,21.712
0,40,1,0.3,4,45.999
1,63,0,0.703,6,21.487
0,33,1,0.362,2,30.909
0,49,2,0.13,4,29.423
0,39,1,0.325,6,38.168
0,33,1,0.273,5,44.356
0,35,1,0.627,5,33.038
1,43,0,0.258,6,27.935
1,41,0,0.434,5,24.663
0,48,2,0.537,5,50.947
1,46,0,0.536,6,14.984
1,37,1,0.783,6,44.548
0,61,2,0.212,6,57.982
0,25,0,0.618,4,14.032
1,53,0,0.505,6,31.026
0,40,3,0.2,5,51.616
0,56,3,0.202,5,52.175
0,29,0,0.45,5,32.504
0,54,1,0.418,3,15.897
0,64,1,0.226,5,34.595
0,64,2,0.407,6,51.871
0,31,0,0.759,4,34.596
0,58,2,0.154,6,41.771
0,61,2,0.175,6,47.387
0,37,0,0.321,4,21.985
1,29,0,0.49,4,24.304
1,57,1,0.399,7,42.536
1,47,0,0.542,7,30.398
0,61,1,0.714,5,32.959
1,27,0,0.169,5,26.044
0,26,0,0.267,3,16.66
1,50,0,0.443,5,35.51
1,36,1,0.577,6,44.717
1,61,1,0.781,8,40.508
0,53,0,0.252,6,15.946
0,56,2,0.127,6,40.272
1,41,0,0.566,6,31.295
1,62,0,0.581,8,41.851
1,63,0,0.214,7,27.961
0,60,3,0.172,6,48.603
1,34,0,0.487,5,35.721
0,39,4,0.183,4,57.347
0,53,3,0.627,7,60.462
1,62,0,0.185,9,54.527
1,45,0,0.642,5,13.874
0,29,0,0.435,3,9.329
1,51,1,0.428,7,44.832
0,57,0,0.338,5,34.953
0,58,1,0.19,7,36.518
0,39,1,0.544,2,12.886
0,27,0,0.329,4,21.639
1,45,0,0.178,6,36.786
1,55,0,0.533,6,26.461
0,38,3,0.206,5,62.41
1,50,1,0.194,7,38.474
0,59,2,0.339,6,38.964
1,56,0,0.602,6,27.72
0,55,3,0.345,6,60.694
0,39,2,0.471,5,40.553
0,51,2,0.29,5,47.944
1,28,0,0.588,5,32.521
0,32,0,0.389,5,27.254
0,45,3,0.29,5,59.143
0,51,0,0.363,7,19.976
0,56,4,0.426,5,60.873
1,60,1,0.634,6,35.58
1,30,0,0.278,6,30.545
0,48,1,0.35,4,28.07
0,26,0,0.139,3,19.648
0,35,2,0.355,3,38.323
1,29,0,0.278,6,45.822
1,29,0,0.472,5,32.59
0,32,3,0.453,6,60.524
0,38,1,0.493,4,22.481
0,64,1,0.432,6,32.427
1,39,1,0.336,6,30.74
1,43,1,0.796,7,40.211
0,54,1,0.358,6,39.864
0,25,0,0.143,4,34.672
1,50,0,0.464,7,31.422
0,25,0,0.806,4,35.203
1,34,1,0.255,5,37.249
1,43,1,0.549,6,33.957
1,33,0,0.52,5,26.083
1,44,0,0.49,6,37.044
0,49,5,0.127,5,70.89
0,42,0,0.319,5,31.516
1,48,0,0.525,6,35.032
1,40,1,0.263,7,59.654
0,39,6,0.322,5,82.976
0,35,2,0.434,4,40.6
1,25,0,0.399,6,43.364
1,46,0,0.489,7,31.184
0,62,1,0.19,6,38.362
1,55,3,0.322,7,66.214
0,54,3,0.444,5,41.592
0,56,3,0.369,5,48.271
0,61,1,0.199,6,37.509
0,59,2,0.233,5,28.586
0,36,0,0.277,5,21.56
0,52,2,0.222,5,30.437
0,27,0,0.349,4,24.843
0,30,0,0.124,5,19.928
1,31,0,0.333,6,33.444
0,28,0,0.309,4,23.425
0,53,0,0.439,6,26.425
1,52,1,0.458,7,37.322
0,45,4,0.566,3,54.205
0,44,0,0.181,5,27.526
0,43,0,0.251,4,17.278
0,25,0,0.501,2,14.98
1,53,1,0.404,7,51.628
0,55,1,0.328,6,34.639
0,48,0,0.158,5,21.605
0,52,4,0.189,4,54.859
0,45,1,0.324,6,35.718
1,28,0,0.303,6,36.485
1,54,0,0.377,6,22.353
1,58,1,0.293,7,37.389
1,34,0,0.189,5,23.01
1,57,0,0.36,7,28.899
0,38,1,0.213,5,33.957
0,34,1,0.189,4,33.312
1,46,0,0.837,6,20.628
0,40,1,0.525,4,37.83
1,29,0,0.247,6,29.804
0,58,3,0.386,6,45.421
0,36,2,0.184,5,39.04
0,42,2,0.458,5,37.527
0,62,1,0.595,5,27.775
1,52,1,0.143,6,34.168
0,63,3,0.216,7,67.891
0,31,2,0.802,4,36.357
1,48,0,0.417,6,23.491
0,63,4,0.328,6,53.515
1,30,0,0.28,6,34.96
0,37,1,0.155,5,29.037
0,40,3,0.342,4,40.772
1,60,0,0.448,6,30.709
1,61,0,0.513,8,28.159
0,46,0,0.595,5,17.252
1,37,0,1,6,34.634
1,46,0,0.536,5,25.924
0,53,1,0.467,5,31.865
1,48,0,0.362,7,33.535
1,61,0,0.274,7,38.754
1,60,0,0.286,8,29.245
0,34,0,0.359,5,13.095
1,62,1,0.732,6,43.234
0,54,2,0.227,4,38.578
1,52,0,0.297,7,22.676
0,63,1,0.126,7,37.407
1,52,0,0.901,7,48.933
1,40,0,0.396,6,37.131
1,49,0,0.458,7,21.972
0,35,0,0.242,4,28.12
0,52,6,0.396,6,95.15
0,28,0,0.228,3,23.8
0,39,3,0.242,4,41.248
1,52,0,0.457,6,27.66
0,51,2,0.201,5,37.842
1,62,1,0.237,6,26.026
0,47,0,0.227,5,27.693
0,59,1,0.414,5,37.204
1,52,0,0.247,8,36.286
0,54,2,0.377,6,39.495
0,33,0,0.34,5,37.802
0,49,1,0.159,5,33.798
0,40,2,0.264,4,48.938
0,36,0,0.117,5,26.434
0,39,0,0.435,5,29.787
1,52,0,0.404,7,28.328
0,56,0,0.55,6,33.987
1,28,0,0.462,5,30.637
1,29,0,0.6,5,37.64
1,36,1,0.478,6,40.169
1,56,2,0.394,7,48.254
0,56,1,0.321,5,31.295
1,25,0,0.304,4,23.559
0,28,0,0.309,4,31.92
0,36,3,0.251,5,56.877
0,29,0,0.601,3,24.897
0,51,1,0.337,6,51.822
0,56,2,0.312,5,34.674
1,32,1,0.495,4,43.468
0,59,2,0.337,6,50.447
0,40,1,0.664,4,36.698
1,50,0,0.489,7,36.455
1,36,0,0.407,5,28.455
0,31,0,0.442,5,38.347
0,34,1,0.419,2,19.389
0,40,1,0.268,4,24.747
1,29,0,0.194,6,40.228
0,56,1,0.298,6,33.23
0,37,0,0.464,4,19.47
0,32,0,0.551,2,0.1
1,52,0,0.42,7,23.288
1,29,0,0.739,5,24.458
1,25,0,0.46,4,25.445
0,38,2,0.311,4,49.724
0,43,0,0.55,6,29.472
0,60,2,0.527,8,53.735
0,40,1,0.602,5,41.357
0,50,1,0.31,6,35.45
1,52,0,0.378,6,35.125
1,57,1,0.438,5,38.673
0,50,3,0.485,6,57.935
0,63,0,0.287,6,22.444
0,25,0,0.227,4,28.664
0,25,0,0.289,3,19.924
0,63,3,0.493,8,68.455
1,58,0,0.313,6,24.867
0,33,1,0.539,4,40.13
1,26,0,0.46,5,31.332
0,34,0,0.33,5,30.845
1,27,0,0.244,3,21.537
0,61,0,0.745,6,20.678
0,34,2,0.348,5,37.318
0,36,1,0.208,3,28.307
0,49,2,0.327,4,36.234
0,32,1,0.467,5,38.431
0,56,3,0.161,7,61.462
0,46,1,0.554,5,46.035
1,32,0,0.999,5,20.162
1,42,0,0.454,6,30.075
0,51,2,0.164,4,29.964
0,48,1,0.291,5,27.95
1,53,1,0.174,7,34.686
0,34,2,0.298,3,39.544
0,36,4,0.134,5,58.329
0,57,1,0.374,6,39.618
1,53,1,0.691,6,22.41
1,53,0,0.716,7,18.137
1,56,0,0.576,6,25.263
1,55,1,0.211,8,32.13
0,58,2,0.234,6,40.641
1,58,0,0.185,6,22.784
1,44,0,0.54,7,37.626
0,62,2,0.183,6,53.098
0,56,2,0.196,5,40.337
0,55,4,0.38,7,65.948
0,44,4,0.332,4,50.297
0,53,3,0.58,7,68.953
1,62,1,0.236,6,33.937
1,43,0,0.677,6,28.755
0,38,2,0.502,4,43.151
0,47,1,0.341,4,27.86
0,59,2,0.294,5,44.935
0,45,2,0.335,4,32.319
0,64,3,0.223,7,50.873
0,51,3,0.313,5,55.133
1,25,0,0.295,6,37.298
1,47,0,0.742,6,38.663
0,47,0,0.346,4,19.178
0,26,0,0.222,3,26.927
0,45,1,0.214,5,39.009
0,46,3,0.207,5,59.293
1,63,1,0.515,7,33.922
1,43,0,0.323,7,19.677
0,28,0,0.462,2,23.782
0,30,0,0.313,3,28.789
0,49,3,0.24,6,52.233
0,48,2,0.312,5,49.475
0,53,1,0.259,6,37.892
0,50,1,0.226,5,37.679
0,58,0,0.6,7,29.408
1,26,0,0.658,4,34.45
0,64,2,0.297,6,45.696
0,25,0,0.78,4,17.678
0,58,3,0.28,5,47.328
1,56,0,0.315,7,34.587
0,35,2,0.297,4,45.197
0,41,3,0.583,6,71.717
1,61,2,0.333,7,49.123
0,42,3,0.615,6,57.779
0,59,2,0.203,6,34.742
0,28,0,0.63,4,23.378
1,27,0,0.476,3,26.616
0,46,0,0.364,5,15.743
1,40,0,0.461,6,33.276
0,42,0,0.501,4,23.894
0,40,1,0.185,4,30.972
0,35,1,0.331,6,28.006
0,26,0,0.226,4,20.19
