Retention,FirstJob,Age,IndustryExperience,FlexibleWork,ExtrinsicReward,EducationLevel,PreConception,Internship,AdvancementOpportunities,JobSatisfaction
5.46,0,38,0,45.26,72234.96,4,1,1,4,5
3.64,0,56,0,28.16,66232.32,4,0,0,4,5
9.09,0,44,1,47.04,95622.91,3,1,0,8,9
1.83,0,22,0,48.36,44684.64,1,1,1,1,1
2.73,0,44,0,33.6,62092.8,4,0,0,4,4
5.46,0,34,1,42.24,66350.59,1,1,1,6,5
6.37,0,30,1,52.5,72765.0,3,1,0,8,6
5.46,0,28,1,52.56,67991.62,1,1,1,6,5
9.09,0,52,1,41.76,100324.22,2,1,0,7,9
5.46,0,37,1,37.8,64615.32,4,1,1,9,5
5.46,0,32,1,44.2,65345.28,2,1,1,7,5
8.18,0,49,1,38.76,87744.89,1,1,0,6,8
5.46,0,34,1,40.92,64277.14,3,1,1,8,5
5.46,0,57,0,29.67,71029.98,2,1,0,2,5
4.55,0,58,0,29.4,71618.4,4,0,0,4,6
6.37,0,31,1,54.51,78069.22,4,1,1,9,6
6.37,0,57,0,38.7,92647.8,1,0,0,1,8
6.37,0,26,1,62.16,74666.59,4,1,0,9,6
8.18,0,57,0,38.7,92647.8,3,1,0,3,8
2.73,0,44,0,34.72,64162.56,3,0,0,3,4
2.73,1,24,0,69.0,69552.0,2,0,0,2,4
5.46,0,33,1,47.57,72525.22,1,1,1,6,5
0.01,0,23,0,46.2,44629.2,2,0,0,2,1
1.83,1,22,0,65.0,60060.0,3,0,0,3,3
2.73,1,23,0,49.0,47334.0,2,1,1,2,2
7.28,0,34,1,56.76,89158.61,1,1,0,6,7
1.83,1,24,0,65.0,65520.0,2,0,0,2,3
5.46,0,33,1,42.88,65374.85,4,1,1,9,5
6.37,0,52,1,28.8,69189.12,3,1,0,8,6
5.46,0,27,1,52.56,65563.34,3,1,1,8,5
6.37,0,53,1,28.67,70201.36,4,1,0,9,6
7.28,0,45,1,37.4,77754.6,2,1,0,7,7
5.46,0,26,1,59.2,71111.04,4,1,1,9,5
6.37,0,54,0,34.96,79289.28,3,1,0,3,6
7.28,0,36,1,51.2,85155.84,4,1,1,9,7
8.18,0,35,1,55.9,90390.3,3,1,1,8,8
2.73,1,23,0,56.0,54096.0,1,1,1,1,2
4.55,0,40,0,50.4,84672.0,2,0,0,2,6
8.18,0,38,1,53.94,94697.06,4,1,0,9,8
2.73,0,43,0,34.2,61765.2,3,0,0,3,4
3.64,0,25,0,59.25,62212.5,3,1,1,3,3
2.73,1,32,0,51.0,68544.0,2,0,0,2,4
7.28,0,51,1,32.83,77354.05,4,1,0,9,7
8.18,0,42,1,46.4,90034.56,3,1,0,8,8
0.01,0,22,0,48.36,44684.64,3,0,0,3,1
2.73,0,44,0,34.16,63127.68,1,0,0,1,4
5.46,0,43,0,51.3,92647.8,3,0,0,3,7
3.64,0,36,0,50.56,76446.72,2,0,0,2,5
7.28,0,53,1,31.02,75955.57,1,1,0,6,7
6.37,0,37,1,42.84,73230.7,2,1,0,7,6
5.46,0,33,1,42.88,65374.85,4,1,1,9,5
4.55,0,44,0,42.56,78650.88,2,0,0,2,6
7.28,0,57,1,30.53,80397.7,1,1,0,6,7
4.55,0,49,0,39.78,81867.24,1,0,0,1,6
8.18,0,41,1,50.74,96111.71,2,1,0,7,8
2.73,0,24,0,57.0,57456.0,1,1,1,1,2
4.55,0,34,0,47.52,67858.56,2,1,1,2,4
7.28,0,42,1,41.18,79905.67,2,1,0,7,7
2.73,0,38,0,37.2,59371.2,1,0,0,1,4
6.37,0,50,1,32.5,75075.0,1,1,0,6,6
3.64,0,36,0,38.4,58060.8,2,1,1,2,3
4.55,0,43,0,47.31,85441.86,1,0,0,1,6
4.55,0,24,0,67.64,68181.12,4,1,1,4,4
3.64,1,28,0,70.0,82320.0,1,0,0,1,5
4.55,0,44,0,44.8,82790.4,2,0,0,2,6
6.37,0,37,1,44.73,76461.46,2,1,1,7,6
2.73,0,37,0,40.32,62657.28,3,0,0,3,4
5.46,0,51,0,30.87,66123.54,3,1,0,3,5
9.09,0,40,1,52.8,97574.4,2,1,0,7,9
6.37,0,37,1,42.21,72153.77,1,1,1,6,6
4.55,0,32,1,42.84,63334.66,1,1,1,6,4
6.37,0,48,0,46.8,94348.8,4,0,0,4,8
9.09,0,46,1,45.9,97546.68,4,1,0,9,9
5.46,0,32,0,55.08,74027.52,1,1,1,1,5
3.64,0,53,0,30.55,68004.3,2,0,0,2,5
4.55,0,26,1,48.84,58666.61,4,1,1,9,4
4.55,0,29,0,55.38,67452.84,4,1,1,4,4
7.28,0,50,1,35.5,82005.0,1,1,0,6,7
4.55,0,34,0,46.2,65973.6,2,1,1,2,4
6.37,0,46,0,41.58,80332.56,2,1,0,2,6
9.09,0,41,1,51.92,98346.86,3,1,0,8,9
6.37,0,50,1,30.5,70455.0,1,1,0,6,6
7.28,0,35,1,52.65,85135.05,3,1,1,8,7
2.73,1,26,0,62.0,67704.0,1,0,0,1,4
4.55,0,37,0,39.06,60699.24,3,1,1,3,4
5.46,0,37,1,38.43,65692.24,3,1,1,8,5
0.92,0,22,0,60.06,55495.44,2,0,0,2,2
4.55,0,37,0,51.03,79300.62,4,0,0,4,6
7.28,0,48,0,44.72,90155.52,1,1,0,1,7
7.28,0,52,0,37.92,82817.28,3,1,0,3,7
6.37,0,49,1,33.15,75044.97,1,1,0,6,6
6.37,0,27,1,61.32,76490.57,4,1,0,9,6
5.46,0,51,0,32.83,70321.86,3,1,0,3,5
2.73,0,23,0,50.05,48348.3,1,1,1,1,2
3.64,1,27,0,70.0,79380.0,3,0,0,3,5
8.18,0,45,1,43.45,90332.55,4,1,0,9,8
4.55,0,46,0,39.96,77202.72,1,0,0,1,6
5.46,0,50,0,42.0,88200.0,4,0,0,4,7
6.37,0,44,1,35.28,71717.18,4,1,0,9,6
8.18,0,46,1,41.58,88365.82,1,1,0,6,8
5.46,0,53,0,29.61,65911.86,4,1,0,4,5
0.92,0,24,0,50.16,50561.28,3,0,0,3,2
6.37,0,26,1,62.9,75555.48,4,1,1,9,6
2.73,0,49,0,30.6,62974.8,1,0,0,1,4
9.09,0,51,1,41.16,96981.19,3,1,0,8,9
4.55,0,28,1,49.68,64266.05,1,1,0,6,4
7.28,0,56,1,29.04,75132.29,4,1,0,9,7
2.73,1,23,0,55.0,53130.0,4,1,1,4,2
4.55,0,52,0,34.56,75479.04,2,0,0,2,6
5.46,0,39,0,43.92,71940.96,1,1,1,1,5
7.28,0,58,0,35.28,85942.08,1,1,0,1,7
5.46,0,32,1,48.96,72382.46,2,1,0,7,5
2.73,0,24,0,54.72,55157.76,2,1,1,2,2
4.55,0,27,1,46.72,58278.53,3,1,0,8,4
5.46,0,55,0,27.9,64449.0,4,1,0,4,5
6.37,0,47,0,37.1,73235.4,3,1,0,3,6
8.18,0,52,1,37.44,89945.86,1,1,0,6,8
3.64,0,30,0,44.1,55566.0,4,1,1,4,3
8.18,0,48,1,39.52,87639.55,1,1,0,6,8
2.73,0,22,0,58.5,54054.0,3,1,1,3,2
6.37,0,37,0,54.18,84195.72,4,1,1,4,6
8.18,0,45,1,40.7,84615.3,4,1,0,9,8
6.37,0,41,1,38.94,73760.15,1,1,0,6,6
5.46,0,35,0,53.3,78351.0,2,1,1,2,5
2.73,0,22,0,56.94,52612.56,3,1,1,3,2
5.46,0,32,0,57.8,77683.2,2,1,1,2,5
3.64,1,29,0,64.0,77952.0,3,0,0,3,5
1.83,1,24,0,67.0,67536.0,1,0,0,1,3
6.37,0,32,1,48.28,71377.15,3,1,1,8,6
9.09,0,43,1,50.16,99647.86,2,1,0,7,9
6.37,0,57,0,32.25,77206.5,2,1,0,2,6
4.55,1,31,0,48.0,62496.0,3,1,1,3,4
7.28,0,33,1,53.6,81718.56,3,1,0,8,7
7.28,0,48,0,44.72,90155.52,2,1,0,2,7
5.46,0,47,0,43.46,85790.04,2,0,0,2,7
6.37,0,38,1,39.06,68573.74,3,1,1,8,6
4.55,0,28,1,47.52,61471.87,2,1,1,7,4
8.18,0,52,1,36.48,87639.55,3,1,0,8,8
3.64,1,24,0,56.0,56448.0,4,1,1,4,3
3.64,0,39,0,45.14,73939.32,2,0,0,2,5
5.46,0,27,1,55.48,69205.75,2,1,1,7,5
4.55,0,52,0,35.52,77575.68,2,0,0,2,6
7.28,0,36,1,52.48,87284.74,3,1,0,8,7
5.46,0,32,0,55.76,74941.44,2,1,1,2,5
2.73,0,25,0,48.75,51187.5,4,1,1,4,2
1.83,0,22,0,62.4,57657.6,3,0,0,3,3
8.18,0,40,1,48.6,89812.8,1,1,0,6,8
6.37,0,39,0,50.02,81932.76,4,1,1,4,6
3.64,0,27,0,51.1,57947.4,3,1,1,3,3
6.37,0,58,1,26.46,70902.22,3,1,0,8,6
6.37,0,56,0,32.56,76581.12,3,1,0,3,6
4.55,0,30,1,43.4,60152.4,1,1,1,6,4
6.37,0,33,1,54.27,82740.04,1,1,0,6,6
6.37,0,34,1,46.2,72570.96,2,1,1,7,6
3.64,0,33,0,50.25,69646.5,4,0,0,4,5
4.55,0,49,0,39.78,81867.24,2,0,0,2,6
6.37,0,27,1,62.78,78311.77,2,1,0,7,6
0.92,1,23,0,49.0,47334.0,2,0,0,2,2
8.18,0,46,1,43.74,92956.25,2,1,0,7,8
6.37,0,34,0,59.4,84823.2,2,1,1,2,6
6.37,0,28,1,63.36,81962.5,1,1,1,6,6
6.37,0,45,1,35.75,74324.25,2,1,0,7,6
4.55,0,30,1,42.0,58212.0,2,1,1,7,4
3.64,0,23,0,64.68,62480.88,3,1,1,3,3
5.46,0,52,0,37.44,81768.96,4,0,0,4,7
8.18,0,35,1,55.9,90390.3,4,1,0,9,8
8.18,0,38,1,52.7,92520.12,2,1,0,7,8
6.37,0,43,1,36.48,72471.17,4,1,0,9,6
8.18,0,39,1,49.41,89026.94,4,1,1,9,8
8.18,0,56,1,32.56,84239.23,1,1,0,6,8
2.73,0,23,0,47.74,46116.84,4,1,1,4,2
3.64,1,27,0,70.0,79380.0,4,0,0,4,5
4.55,0,50,0,36.0,75600.0,3,0,0,3,6
4.55,0,42,0,35.96,63433.44,4,1,0,4,4
6.37,0,28,1,58.32,75442.75,2,1,1,7,6
7.28,0,35,1,50.7,81981.9,1,1,1,6,7
8.18,0,39,1,48.8,87927.84,4,1,0,9,8
6.37,0,58,0,29.4,71618.4,2,1,0,2,6
5.46,0,38,0,46.5,74214.0,2,1,1,2,5
6.37,0,50,0,45.0,94500.0,2,0,0,2,8
7.28,0,37,1,45.99,78615.31,4,1,1,9,7
5.46,0,41,0,49.56,85342.32,3,0,0,3,7
3.64,0,48,0,34.32,69189.12,3,0,0,3,5
1.83,0,27,0,54.02,61258.68,4,0,0,4,3
3.64,1,27,0,65.0,73710.0,3,0,0,3,5
8.18,0,53,1,33.37,81709.78,4,1,0,9,8
6.37,0,35,1,47.45,76726.65,2,1,1,7,6
7.28,0,35,1,52.65,85135.05,3,1,1,8,7
3.64,0,46,0,34.02,65726.64,2,0,0,2,5
9.09,0,45,1,44.55,92619.45,4,1,0,9,9
4.55,0,25,0,64.5,67725.0,4,1,1,4,4
7.28,0,44,1,41.44,84239.23,2,1,0,7,7
7.28,0,30,1,63.0,87318.0,3,1,0,8,7
9.09,0,54,1,39.56,98694.29,4,1,0,9,9
8.18,0,45,1,44.55,92619.45,2,1,0,7,8
6.37,0,54,1,29.44,73446.91,2,1,0,7,6
9.09,0,51,1,43.12,101599.34,1,1,0,6,9
7.28,0,37,1,46.62,79692.23,4,1,1,9,7
3.64,0,38,0,45.26,72234.96,1,0,0,1,5
6.37,0,50,1,33.0,76230.0,1,1,0,6,6
4.55,0,52,0,29.28,63947.52,1,1,0,1,4
4.55,0,24,0,64.6,65116.8,4,1,1,4,4
5.46,0,54,0,38.18,86592.24,3,0,0,3,7
9.09,0,55,1,36.0,91476.0,3,1,0,8,9
4.55,1,33,0,58.0,80388.0,4,0,0,4,6
0.92,1,22,0,59.0,54516.0,1,0,0,1,2
8.18,0,37,1,54.18,92615.29,1,1,1,6,8
9.09,0,54,1,39.56,98694.29,1,1,0,6,9
6.37,0,28,1,59.76,77305.54,3,1,0,8,6
4.55,0,26,1,55.5,66666.6,1,1,1,6,4
9.09,0,48,1,42.12,93405.31,4,1,0,9,9
9.09,0,48,1,42.12,93405.31,4,1,0,9,9
4.55,0,31,0,48.99,63784.98,3,1,1,3,4
5.46,0,26,1,60.68,72888.82,2,1,0,7,5
5.46,1,33,0,54.0,74844.0,3,1,1,3,5
3.64,0,52,0,31.2,68140.8,1,0,0,1,5
5.46,0,44,0,49.28,91069.44,4,0,0,4,7
6.37,0,41,1,40.71,77112.88,2,1,0,7,6
6.37,0,27,1,60.59,75579.97,3,1,1,8,6
9.09,0,51,1,42.63,100444.81,2,1,0,7,9
7.28,0,42,1,40.02,77654.81,2,1,0,7,7
8.18,0,36,1,55.04,91542.53,1,1,0,6,8
7.28,0,48,1,35.88,79567.49,4,1,0,9,7
3.64,0,28,0,64.08,75358.08,2,0,0,2,5
7.28,0,44,1,36.96,75132.29,4,1,0,9,7
5.46,0,56,0,29.04,68302.08,3,1,0,3,5
5.46,0,29,1,49.7,66588.06,1,1,1,6,5
9.09,0,55,1,36.9,93762.9,1,1,0,6,9
7.28,0,57,1,30.1,79265.34,1,1,0,6,7
4.55,0,44,0,43.12,79685.76,1,0,0,1,6
6.37,0,41,0,48.97,84326.34,2,1,0,2,6
4.55,0,26,1,48.84,58666.61,2,1,1,7,4
7.28,1,32,0,68.0,91392.0,2,1,1,2,7
1.83,1,28,0,49.0,57624.0,2,0,0,2,3
3.64,0,27,1,45.26,56457.32,1,1,1,6,3
6.37,0,44,1,36.96,75132.29,1,1,0,6,6
1.83,0,24,0,64.6,65116.8,1,0,0,1,3
6.37,0,56,0,38.72,91069.44,4,0,0,4,8
9.09,0,57,1,34.83,91721.32,3,1,0,8,9
4.55,0,49,0,35.7,73470.6,3,0,0,3,6
3.64,0,57,0,27.52,65882.88,3,0,0,3,5
4.55,1,25,0,66.0,69300.0,1,1,1,1,4
5.46,0,28,1,59.04,76374.14,1,1,1,6,5
5.46,0,55,0,36.45,84199.5,1,0,0,1,7
5.46,0,31,1,44.16,63245.95,4,1,0,9,5
8.18,0,47,0,45.58,89974.92,4,1,0,4,8
0.92,1,23,0,60.0,57960.0,1,0,0,1,2
2.73,0,22,0,49.92,46126.08,3,1,1,3,2
6.37,0,30,1,57.4,79556.4,2,1,0,7,6
8.18,0,51,1,37.73,88899.43,4,1,0,9,8
4.55,0,38,0,39.68,63329.28,1,1,1,1,4
5.46,0,33,0,54.94,76146.84,4,1,1,4,5
4.55,0,46,0,41.58,80332.56,2,0,0,2,6
9.09,0,48,1,45.24,100324.22,4,1,0,9,9
6.37,0,47,1,32.33,70201.36,1,1,0,6,6
5.46,0,27,1,52.56,65563.34,3,1,1,8,5
6.37,0,28,1,57.6,74511.36,4,1,1,9,6
8.18,0,36,1,53.12,88349.18,3,1,1,8,8
4.55,0,37,0,51.03,79300.62,4,0,0,4,6
3.64,0,30,0,59.5,74970.0,2,0,0,2,5
3.64,1,22,0,63.0,58212.0,4,1,1,4,3
1.83,0,27,0,48.18,54636.12,3,0,0,3,3
9.09,0,55,1,37.35,94906.35,2,1,0,7,9
7.28,0,58,1,28.98,77654.81,1,1,0,6,7
5.46,0,58,0,28.14,68549.04,2,1,0,2,5
6.37,0,44,0,42.0,77616.0,1,1,0,1,6
5.46,0,43,0,46.17,83383.02,4,0,0,4,7
10.0,0,57,1,37.41,98515.49,4,1,0,9,10
9.09,0,55,1,38.7,98336.7,4,1,0,9,9
5.46,0,31,0,60.03,78159.06,2,1,1,2,5
0.01,0,22,0,49.92,46126.08,2,0,0,2,1
8.18,0,54,1,33.58,83775.38,3,1,0,8,8
10.0,0,49,1,45.39,102753.88,4,1,0,9,10
7.28,0,47,1,37.1,80558.94,2,1,0,7,7
8.18,0,39,1,52.46,94522.43,3,1,1,8,8
5.46,0,36,1,39.68,65995.78,3,1,0,8,5
5.46,0,43,0,38.76,70000.56,4,1,0,4,5
5.46,1,27,0,66.0,74844.0,2,1,1,2,5
5.46,0,42,0,49.3,86965.2,4,0,0,4,7
4.55,0,43,0,45.03,81324.18,3,0,0,3,6
7.28,0,44,1,38.64,78547.39,4,1,0,9,7
6.37,0,49,0,45.39,93412.62,2,0,0,2,8
7.28,0,54,0,39.56,89722.08,2,1,0,2,7
5.46,0,27,1,58.4,72848.16,2,1,1,7,5
4.55,0,31,0,47.61,61988.22,2,1,1,2,4
6.37,0,48,0,37.96,76527.36,1,1,0,1,6
4.55,0,54,0,27.6,62596.8,2,1,0,2,4
5.46,0,57,0,36.98,88530.12,2,0,0,2,7
7.28,0,37,1,45.36,77538.38,4,1,1,9,7
6.37,0,44,1,38.08,77409.02,1,1,0,6,6
6.37,0,31,1,54.51,78069.22,4,1,0,9,6
5.46,0,47,0,33.92,66958.08,3,1,0,3,5
8.18,0,47,1,41.87,90916.52,1,1,0,6,8
6.37,0,31,1,51.06,73128.13,2,1,1,7,6
5.46,0,45,0,34.1,64449.0,3,1,0,3,5
3.64,0,35,0,48.1,70707.0,3,0,0,3,5
3.64,0,27,0,53.29,60430.86,3,1,1,3,3
7.28,0,54,1,31.74,79184.95,1,1,0,6,7
1.83,1,23,0,47.0,45402.0,1,1,1,1,1
4.55,0,26,1,52.54,63111.05,2,1,1,7,4
8.18,0,39,1,51.85,93423.33,2,1,0,7,8
5.46,0,28,1,56.88,73579.97,2,1,1,7,5
7.28,0,43,1,38.76,77000.62,4,1,0,9,7
4.55,0,42,0,34.8,61387.2,3,1,0,3,4
6.37,0,38,0,52.08,83119.68,4,1,1,4,6
6.37,0,28,1,61.2,79168.32,2,1,1,7,6
7.28,0,39,0,54.9,89926.2,2,1,1,2,7
5.46,0,29,1,50.41,67539.32,4,1,0,9,5
0.92,0,25,0,47.25,49612.5,3,0,0,3,2
6.37,0,36,1,42.88,71318.02,3,1,1,8,6
6.37,0,52,0,34.08,74430.72,4,1,0,4,6
7.28,0,43,1,38.76,77000.62,3,1,0,8,7
6.37,0,53,1,29.61,72503.05,3,1,0,8,6
7.28,0,45,1,36.3,75467.7,3,1,0,8,7
5.46,0,31,1,48.99,70163.48,3,1,1,8,5
7.28,0,41,1,41.89,79348.04,1,1,0,6,7
5.46,0,47,0,45.05,88928.7,3,0,0,3,7
3.64,0,29,0,47.57,57940.26,3,1,1,3,3
2.73,0,41,0,37.17,64006.74,4,0,0,4,4
6.37,0,28,1,58.32,75442.75,2,1,1,7,6
5.46,0,29,1,55.38,74198.12,1,1,1,6,5
6.37,0,35,1,46.15,74624.55,4,1,1,9,6
4.55,0,51,0,38.71,82916.82,1,0,0,1,6
8.18,0,51,1,38.71,91208.5,1,1,0,6,8
4.55,0,50,0,37.0,77700.0,3,0,0,3,6
9.09,0,53,1,38.54,94369.04,3,1,0,8,9
4.55,0,28,1,45.36,58677.7,3,1,0,8,4
6.37,0,37,1,45.36,77538.38,3,1,1,8,6
7.28,0,49,1,34.17,77354.05,3,1,0,8,7
2.73,0,48,0,31.72,63947.52,2,0,0,2,4
8.18,0,35,1,58.5,94594.5,3,1,0,8,8
4.55,0,34,0,43.56,62203.68,4,1,0,4,4
4.55,0,41,0,47.2,81278.4,2,0,0,2,6
8.18,0,36,1,52.48,87284.74,4,1,1,9,8
4.55,0,26,1,48.84,58666.61,1,1,0,6,4
5.46,0,51,0,41.16,88164.72,3,0,0,3,7
6.37,0,31,1,52.44,75104.57,3,1,0,8,6
7.28,0,48,0,44.2,89107.2,3,1,0,3,7
4.55,1,26,0,63.0,68796.0,2,1,1,2,4
3.64,0,34,0,52.8,75398.4,3,0,0,3,5
6.37,0,46,0,42.12,81375.84,2,1,0,2,6
8.18,0,41,1,49.56,93876.55,4,1,0,9,8
8.18,0,39,1,50.02,90126.04,3,1,1,8,8
6.37,0,42,1,40.02,77654.81,1,1,0,6,6
6.37,0,56,1,27.28,70578.82,4,1,0,9,6
1.83,0,23,0,46.97,45373.02,1,1,1,1,1
6.37,0,35,1,49.4,79879.8,1,1,1,6,6
6.37,0,39,1,41.48,74738.66,2,1,0,7,6
4.55,0,26,1,48.84,58666.61,3,1,0,8,4
1.83,1,28,0,50.0,58800.0,4,0,0,4,3
2.73,1,22,0,54.0,49896.0,4,1,1,4,2
5.46,0,58,0,34.02,82872.72,4,0,0,4,7
4.55,0,56,0,31.68,74511.36,3,0,0,3,6
9.09,0,48,1,42.64,94558.46,4,1,0,9,9
4.55,0,28,1,43.92,56814.91,4,1,0,9,4
5.46,0,41,0,50.74,87374.28,1,0,0,1,7
7.28,0,32,1,54.4,80424.96,4,1,1,9,7
7.28,0,49,1,35.19,79663.12,1,1,0,6,7
5.46,0,42,0,41.76,73664.64,3,1,0,3,5
5.46,0,58,0,33.6,81849.6,3,0,0,3,7
4.55,0,29,1,44.73,59929.25,3,1,0,8,4
4.55,0,28,0,56.16,66044.16,1,1,1,1,4
3.64,0,33,0,41.54,57574.44,4,1,1,4,3
5.46,0,43,0,48.45,87500.7,2,0,0,2,7
3.64,0,58,0,29.82,72641.52,1,0,0,1,5
6.37,0,36,0,53.76,81285.12,3,1,1,3,6
4.55,1,27,0,59.0,66906.0,3,1,1,3,4
7.28,0,52,1,33.6,80720.64,4,1,0,9,7
5.46,0,44,0,49.28,91069.44,1,0,0,1,7
0.92,0,27,0,45.26,51324.84,3,0,0,3,2
4.55,0,52,0,33.6,73382.4,4,0,0,4,6
5.46,0,53,0,38.54,85790.04,1,0,0,1,7
10.0,0,54,1,40.94,102137.11,3,1,0,8,10
6.37,0,38,1,43.4,76193.04,4,1,0,9,6
6.37,0,36,1,42.88,71318.02,3,1,0,8,6
9.09,0,57,1,36.12,95118.41,4,1,0,9,9
4.55,0,49,0,36.72,75569.76,3,0,0,3,6
5.46,0,51,0,39.2,83966.4,2,0,0,2,7
6.37,0,36,0,53.12,80317.44,4,1,1,4,6
9.09,0,53,1,40.89,100123.25,1,1,0,6,9
6.37,0,39,0,50.63,82931.94,1,1,1,1,6
6.37,0,44,1,33.6,68302.08,3,1,0,8,6
4.55,1,25,0,63.0,66150.0,3,1,1,3,4
3.64,0,48,0,32.76,66044.16,4,0,0,4,5
7.28,0,50,1,34.5,79695.0,3,1,0,8,7
3.64,0,51,0,31.36,67173.12,2,0,0,2,5
9.09,0,43,1,51.3,101912.58,1,1,0,6,9
3.64,1,22,0,61.0,56364.0,4,1,1,4,3
9.09,0,49,1,42.33,95826.65,2,1,0,7,9
6.37,0,48,0,39.52,79672.32,4,1,0,4,6
6.37,0,52,0,42.24,92252.16,4,0,0,4,8
6.37,0,45,1,33.55,69750.45,2,1,0,7,6
5.46,0,48,0,34.84,70237.44,2,1,0,2,5
4.55,0,50,0,30.5,64050.0,2,1,0,2,4
3.64,0,29,0,46.15,56210.7,1,1,1,1,3
5.46,0,32,1,44.2,65345.28,2,1,0,7,5
3.64,1,31,0,53.0,69006.0,4,0,0,4,5
3.64,1,23,0,67.0,64722.0,1,1,1,1,3
3.64,0,44,0,39.2,72441.6,4,0,0,4,5
4.55,0,30,1,44.8,62092.8,2,1,0,7,4
1.83,1,25,0,53.0,55650.0,3,0,0,3,3
7.28,0,52,1,32.16,77261.18,1,1,0,6,7
9.09,0,45,1,49.5,102910.5,2,1,0,7,9
2.73,0,22,0,57.72,53333.28,3,1,1,3,2
9.09,0,45,1,46.75,97193.25,4,1,0,9,9
6.37,0,50,1,30.0,69300.0,1,1,0,6,6
3.64,0,30,0,61.6,77616.0,4,0,0,4,5
6.37,0,27,1,65.7,81954.18,2,1,1,7,6
5.46,0,58,0,32.76,79803.36,4,0,0,4,7
7.28,0,55,1,29.7,75467.7,1,1,0,6,7
7.28,0,32,1,57.8,85451.52,1,1,1,6,7
7.28,0,58,1,28.98,77654.81,4,1,0,9,7
1.83,0,34,0,39.6,56548.8,1,0,0,1,3
5.46,0,33,1,46.9,71503.74,2,1,1,7,5
3.64,0,31,0,57.27,74565.54,3,0,0,3,5
5.46,0,39,0,46.36,75937.68,2,1,1,2,5
4.55,1,26,0,58.0,63336.0,4,1,1,4,4
0.92,1,23,0,50.0,48300.0,4,0,0,4,2
2.73,1,32,0,46.0,61824.0,3,0,0,3,4
3.64,0,56,0,26.4,62092.8,3,0,0,3,5
5.46,0,53,0,38.54,85790.04,4,0,0,4,7
3.64,0,22,0,66.3,61261.2,3,1,1,3,3
3.64,1,31,0,60.0,78120.0,3,0,0,3,5
4.55,0,28,1,45.36,58677.7,1,1,0,6,4
9.09,0,53,1,38.07,93218.2,2,1,0,7,9
5.46,0,58,0,26.46,64456.56,2,1,0,2,5
5.46,0,44,0,37.52,69336.96,4,1,0,4,5
5.46,0,39,0,46.36,75937.68,1,1,1,1,5
9.09,0,45,1,46.75,97193.25,4,1,0,9,9
6.37,0,50,0,39.5,82950.0,1,1,0,1,6
9.09,0,51,1,42.14,99290.27,3,1,0,8,9
5.46,0,29,1,48.99,65636.8,4,1,0,9,5
3.64,0,48,0,33.28,67092.48,1,0,0,1,5
5.46,0,56,0,28.6,67267.2,4,1,0,4,5
7.28,0,37,1,47.25,80769.15,3,1,1,8,7
5.46,0,41,0,51.33,88390.26,4,0,0,4,7
6.37,0,32,1,51.0,75398.4,4,1,1,9,6
7.28,0,41,0,50.74,87374.28,1,1,0,1,7
7.28,0,36,1,51.2,85155.84,3,1,0,8,7
5.46,0,48,0,43.16,87010.56,3,0,0,3,7
5.46,0,26,1,55.5,66666.6,4,1,1,9,5
7.28,0,32,1,55.76,82435.58,2,1,1,7,7
3.64,0,38,0,45.26,72234.96,2,0,0,2,5
6.37,0,27,1,64.97,81043.58,3,1,0,8,6
2.73,0,37,0,40.95,63636.3,4,0,0,4,4
6.37,0,26,1,66.6,79999.92,4,1,1,9,6
0.92,0,22,0,59.28,54774.72,2,0,0,2,2
7.28,0,43,1,42.18,83794.79,2,1,0,7,7
7.28,0,56,0,34.76,81755.52,4,1,0,4,7
9.09,0,52,1,40.8,98017.92,3,1,0,8,9
0.92,0,23,0,56.21,54298.86,2,0,0,2,2
4.55,0,51,0,34.3,73470.6,2,0,0,2,6
5.46,0,58,0,34.44,83895.84,1,0,0,1,7
6.37,0,51,1,30.38,71581.36,3,1,0,8,6
7.28,0,50,1,33.5,77385.0,3,1,0,8,7
3.64,0,25,0,60.0,63000.0,4,1,1,4,3
5.46,1,31,0,56.0,72912.0,3,1,1,3,5
5.46,0,36,0,51.84,78382.08,1,1,1,1,5
5.46,0,35,0,49.4,72618.0,2,1,1,2,5
2.73,0,34,0,44.22,63146.16,4,0,0,4,4
2.73,0,43,0,34.77,62794.62,2,0,0,2,4
3.64,1,28,0,69.0,81144.0,3,0,0,3,5
7.28,0,58,1,27.72,74278.51,4,1,0,9,7
5.46,0,37,0,44.1,68531.4,4,1,1,4,5
6.37,0,37,0,54.18,84195.72,1,1,1,1,6
8.18,0,44,1,43.12,87654.34,1,1,0,6,8
4.55,0,39,0,39.04,63947.52,3,1,1,3,4
6.37,0,47,1,32.86,71352.2,2,1,0,7,6
5.46,0,45,0,38.5,72765.0,1,1,0,1,5
8.18,0,55,0,39.15,90436.5,3,1,0,3,8
4.55,0,44,0,44.24,81755.52,1,0,0,1,6
5.46,0,52,0,39.36,85962.24,3,0,0,3,7
6.37,0,29,1,60.35,80856.93,2,1,1,7,6
7.28,0,48,0,44.72,90155.52,1,1,0,1,7
4.55,1,30,0,52.0,65520.0,1,1,1,1,4
1.83,1,22,0,47.0,43428.0,3,1,1,3,1
8.18,0,42,1,44.08,85532.83,4,1,0,9,8
3.64,0,51,0,32.34,69272.28,4,0,0,4,5
5.46,0,54,0,28.98,65726.64,3,1,0,3,5
5.46,0,48,0,43.16,87010.56,2,0,0,2,7
